year,month,date,nm_kecamatan,mean_ndvi,median_ndvi,min_ndvi,max_ndvi,std_ndvi
2016,3,2016-03,Pejagoan,0.749335824742268,0.7688250000000001,0.4388,0.9639500000000001,0.10710548888070483
2016,3,2016-03,Sruweng,0.7317841644204853,0.7578750000000001,0.261,0.91105,0.10160349527086156
2016,3,2016-03,Adimulyo,0.7296598189415042,0.74485,0.5325,0.8563500000000001,0.06614165812181994
2016,3,2016-03,Kuwarasan,0.7381960750853243,0.7480500000000001,0.47700000000000004,0.89715,0.07142738240542831
2016,3,2016-03,Rowokele,0.7826026024363234,0.8078500000000001,0.2401,0.9436500000000001,0.09966665171122682
2016,3,2016-03,Sempor,0.7467853250773995,0.77595,0.20865,0.9125500000000001,0.10574788915240078
2016,3,2016-03,Gombong,0.6635172205438067,0.6647000000000001,0.37615000000000004,0.8613000000000001,0.09872798262091387
2016,3,2016-03,Karanganyar,0.7749923300970875,0.7945500000000001,0.43665000000000004,0.9237500000000001,0.08394189237527065
2016,3,2016-03,Karanggayam,0.8054718886462882,0.8264750000000001,0.1558,0.92635,0.08210348577064593
2016,3,2016-03,Sadang,0.7837787925696594,0.80425,0.48040000000000005,0.9356500000000001,0.08429018554030043
2016,3,2016-03,Bonorowo,0.7450855555555557,0.759475,0.41495000000000004,0.876,0.06744895806560545
2016,3,2016-03,Padureso,0.8024830275229357,0.817275,0.35125,0.8671000000000001,0.05548428840762185
2016,3,2016-03,Poncowarno,0.7827972527472528,0.7987000000000001,0.49355000000000004,0.8819,0.06715754454382544
2016,3,2016-03,Karangsambung,0.8038067639257295,0.82055,0.47225,0.9086500000000001,0.06560121987659938
2016,4,2016-04,Ayah,0.6601122441243367,0.6766500000000001,0.2243,0.9562,0.1219046142255906
2016,4,2016-04,Buayan,0.7219113595706619,0.743825,0.2165,0.93645,0.12904031196323257
2016,4,2016-04,Puring,0.6373411055276382,0.67135,0.22895000000000001,0.92705,0.1694504564904089
2016,4,2016-04,Petanahan,0.5738315607734807,0.57045,-0.0724,0.8688,0.17586641844258857
2016,4,2016-04,Klirong,0.6147710603829161,0.6159,0.2083,0.87295,0.13009035966291316
2016,4,2016-04,Buluspesantren,0.5653140096618358,0.5741,0.079,0.8823000000000001,0.12943345019108105
2016,4,2016-04,Ambal,0.5418729850746269,0.5539000000000001,0.1017,0.8775000000000001,0.13795561503774528
2016,4,2016-04,Mirit,0.5507094827586207,0.55625,0.2237,0.87185,0.11916015839924209
2016,4,2016-04,Prembun,0.6197862025316456,0.61465,0.23145000000000002,0.8894500000000001,0.14023144668277437
2016,4,2016-04,Kutowinangun,0.6187845132743364,0.648,0.2482,0.8719,0.1585706108984017
2016,4,2016-04,Alian,0.7276112059765208,0.76115,0.31425000000000003,0.9528000000000001,0.1319080128949269
2016,4,2016-04,Kebumen,0.5398135826771653,0.522125,0.2192,0.9125000000000001,0.1284433119540323
2016,4,2016-04,Pejagoan,0.6512998281786941,0.6627750000000001,0.17045000000000002,0.9430000000000001,0.14430156775660877
2016,4,2016-04,Sruweng,0.6509834905660378,0.637025,0.3171,0.94455,0.14615070882611755
2016,4,2016-04,Adimulyo,0.5212073119777159,0.5308250000000001,0.2202,0.7524000000000001,0.1052270591061193
2016,4,2016-04,Kuwarasan,0.560217662116041,0.5733250000000001,0.24035,0.7943,0.11901862711427023
2016,4,2016-04,Rowokele,0.6831790143964563,0.70975,0.21995,0.9287000000000001,0.13922191685071258
